Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Age,python_yn,sql_yn,tableau_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len
Data Engineer,"What you will do?

We're looking for an experienced Data engineer who will excel in a fast-paced setting and increase the velocity of new features development. The ideal candidate will have a demonstrated affinity for engineering best practices, data management fundamentals, data storage principles, and be current on recent advances in distributed systems as it pertains to data storage and computing.

You will be responsible for designing, building, and maintaining an efficient, extensible, and scalable data pipelines for processing high-volume and high-velocity data. This position requires collaboration with DevOps engineers, machine learning engineers, product managers, and technical partner teams. You can expect to be given ambitious but achievable technology development goals, built in short iterations with lots of experimentation. We set high standards for ourselves but believe and value balanced lifestyles that enable us to be refreshed and productive each day.

What skills and experience you will need?
Understanding of big data processing tools such as spark and Airflow
Knowledge of machine learning and deep learning algorithms
Solid understanding of data structures and algorithms, no-SQL databases etc
3+ years of experience in Python. Good understanding of SQL
Has DevOps tooling user skillset in using Jira/Confluence, GIT and a CICD tool
Familiar with Cloud Platform and its tools and services (e.g. S3, EC2, EMR, Spark, DynamoDB, Athena)
Brief understanding of big data processing tools such as Hadoop, Spark etc
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience working on AWS
Experience working web crawling and developing api
Machine Learning API such as Keras, Tensorflow, SK-learn
Unfortunately, we are only able to contact shortlisted applicants. We encourage you to continuously visit our website www.ada-asia.com for regular updates on available roles.",3.7,ADA,Kuala Lumpur,201 to 500 Employees,2013,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,7,1,1,0,1,1,1,data engineer,na,2100
DATA ANALYST,"The Job:


Data Management
Designing data acquisition activities
Collection, categorization, tagging and storage of information
Ensure databases are constantly updated with current information
Identify data points and key areas in business, marketing and technology.
Data Analysis
Assessing results and performing trend analysis
Applying statistical methodology to complex data and providing findings
Using statistics to make forecasts and to provide projected figures
Using functional concepts to determine the viability and authenticity of data in areas of business, marketing and finance
Usage of financial/statistical equations in calculation of data results for measurement of impact or outcomes required by the company
Monitor digital performance and identifying data trends/analytics
Data Reporting
Presenting information in a variety of formats
Conveying complex information to other department for better decision making
Able to connect multiple data points to build a compelling business case in which show possible trends and outcomes
Produce reports with financial analysis on a monthly basis and attend to ad-hoc request from management
Financial Compliance
Ensure data is in compliance of financial audit requirements
Reflection of cost, revenue and accruals in relation to general financial standards
Requirements:


Degree in Statistic / Mathematic or any related studies
Extensive statistical work experience
Working knowledge of experience with SAP or any other business or research analytic software
Statistical and numerical knowledge and expertise in analytic aspects
Good IT skills, numerical and analytical skills.
Written and verbal communication skills
Self-confidence
Good interpersonal skills
Interested candidates, please send your application to:

Human Resources Department
Westports Malaysia Sdn Bhd
5th Floor, Tower Block, P.O. Box 266, Pulau Indah, 42009 Port Klang, Selangor Darul Ehsan
Tel: 03-3169 4000 Fax: 03-3169 4101 E-mail: hrexecs@westports.com.my

All applications will be treated in strict confidence. We regret that only shortlisted candidates will be notified.
Apply Now",3.6,Westports Malaysia,Klang,1001 to 5000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,0,0,0,0,analyst,na,2158
Senior Data Engineer,"Our client is a stable IT development center with its headquarters based in Europe. Recognized as one of the most sustainable companies around the world, they are expanding the team to hire Senior Data Engineer.

Updated advanced analytics projects
Excellent partnerships with global stakeholders
Excellent remuneration package

Core Responsibilities:

Working with complex and large data sets to be interpreted in a structured manner
Able to create and maintain existing data lake on cloud
Troubleshoot and optimize data pipelines' performance and security
Assist team members and provide coaching to relevant users.

Desired Skills:

Computer Science/Statistics/Economics graduates (Bachelor's degree and above)
At least 4 years of experience in stream processing
Strong exposure to data massaging and pipeline creation with large data volumes
Experience in Spark/PySpark, Nifi, container technology and Agile in cloud environmentwill be added advantages
Excellent communication skills in English

How to Apply

Contact Wong Kar Yen on +(60)3 9213 1674 or APPLY NOW by clicking the button below. Please send your updated CV to karyen.wong@ambition.com.my quoting ref no. #241130. For similar opportunities, please visit www.ambition.com.my.

Data provided is for recruitment purposes only. *LI-IT",3.6,Ambition,Kuala Lumpur,201 to 500 Employees,1999,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),21,0,0,0,1,0,1,data engineer,senior,1323
Digital Data Architect,"Digital Data Architect is a core supporting role in Digi’s Digital Analytics team, working closely with the Digital Data Analysts and Product Owners across digital platforms. Digital Data Architect is primarily responsible to design, implement, govern and document measurement solutions for omni-channel (including Web and App).

Digital Data Architect is a core supporting role in Digi’s Digital Analytics team, working closely with the Digital Data Analysts and Product Owners across digital platforms. Digital Data Architect is primarily responsible to design, implement, govern and document measurement solutions for omni-channel (including Web and App). Join us to be part of this highly dynamic team that is deemed the “new oil” to enable marketing insights and personalization.

You are: (personality / competencies etc)

A hybrid with strong business acumen and technical skills that can design good analytics for smarter business decision.
Experienced in Google Analytics 360 (GA360), Firebase and Google Tag Manager for web and app, to track customer journey and behaviors, channel effectiveness, conversion attribution etc.
Able to effectively break business questions into their key components, identify appropriate data sources and methodology for tracking to enable actionable insights.
Strong attention to detail and ability to scrutinize digital data to identify technical or implementation issues.
Thrive under fast paced work environment and conditions of constant change, ambiguity, debate and experimentation

Your Responsibilities: (What is this role all about? What does the applicant have to do?)

Lead and work closely with cross-functional teams e.g. with BI for CRM data analytics, Data Scientists or Web and App teams to understand their needs, translate business requirements into data requirements (data layer, pixels), execute acquisition and QA of data.
Guide the team in identification of key performance indicators to answer business questions and enable data capabilities based on organizational priorities.
Liaison between developers and business teams to communicate the objective of implementation, define Javascript functions that need to be executed and provide consultative direction to the development team around the best practices and standards.
Identify pockets of opportunities or gaps for data enrichment.
Govern acceptance criteria pertaining to analytics implementation and troubleshoot tracking issues and inconsistencies in data.
Document tracking solutions, simplify the information and provide trainings to users on the data collected.
Build skills and understanding of data from other sources e.g. CRM, BI etc to ensure a more holistic data tracked and keep abreast on tool upgrades to ensure data continuity.

Your Merits: (these are must haves in terms of qualifications & experience & specific technical /professionals skills that you want from the applicant)

At least 3 years working experience in GA360, Firebase, Google Tag Manager and analytics implementation.
History of success working both independently and as a member of a cross-functional team on multiple concurrent projects.
E-Commerce website or online retailer experience.
Working knowledge of HTML, Javascript, SQL or other programming languages.
Strong analytical and problem solving skills. Passion and persistence for continuous improvement",3.9,DiGi Telecommunications,Shah Alam,1001 to 5000 Employees,-1,Subsidiary or Business Segment,Telecommunications Services,Telecommunications,$5 to $10 million (USD),-1,0,1,0,0,0,0,na,na,3393
CRM Data Analyst,"Role Purpose: Responsible to increase brand loyalty and expand the company brands.

Main Responsibilities:
To assist in planning and delivering Customer Relationship Management (CRM) strategies across the organisation with a view to retaining existing customers, increasing brand loyalty and expanding the company brands.
To ensure the customer database is correctly segmented for targeted marketing activities.
To execute the final CRM structure and architecture that will work seamlessly across the business and capture crucial information along the sales funnel.
To implement marketing plans that enhances members’ journey.
To collaborate with other departments to ensure the CRM strategy works well for every aspect of the business.
To assist in developing testing strategies to guarantee the most efficient approach for the organisation and its customers.
To come up with creative ideas, preparing proposals, overseeing the production process & execution and reporting the results to the relevant people.
To communicate all relevant marketing plan and events to other departments (Merchandising, Operations, Finance, IT).
To participate in all company events and campaign.
To perform other duties as assigned
Requirements:
Candidate must possess at least a Bachelor's Degree or equivalent in related field preferably in Marketing, Mass Communication, Business Administration or equivalent. Those without required qualification but relevant experience will be considered.
Able to work independently, a team player, responsible and high integrity.
Candidate must possess own transport with valid driving license.
Computer literate in MS Office.
Able to work extra hours, during PH or odd hours as when needed. Able to travel frequently
Job Type: Full-time

Salary: RM3,000.00 - RM4,500.00 per month

Work Remotely:
No",4.4,TFP Retail Sdn. Bhd.,Petaling Jaya,501 to 1000 Employees,1997,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable,23,0,0,0,0,0,0,analyst,na,1844
Data Engineer,"Our team
We are the Business Intelligence team. We lead the organisation in cultivating a data-driven culture as our company moves towards the future. We collect meaningful data and analytics for us to deeply understand our consumers and build more valuable products and services. What we do is incredibly important in driving smart marketing decisions, optimising our business, and increasing profitability.

About us
Founded in 1999, Deriv.com (formerly Binary.com) is a pioneer in online trading. We enable our customers to trade on the world’s financial markets. Focused on customer-centric solutions, we aspire to be the world’s leading online trading service provider.
A career at Deriv .com offers you the opportunity to make an impact in a fast-growing organisation that’s at the cutting edge of online trading technology.

Your role
As a Data Engineer at Deriv.com, you will convert data into actionable insights that contribute to business strategies. You’ll also solve complex business problems using data-driven techniques.

What you’ll do
● Conduct full lifecycle data integration, encompassing requirements, activities, and design.
● Ask the right questions to identify potential problems, the scope of the operation, and the availability of relevant data.
● Use data governance tools to ensure data is accurate and consistent for effective analysis.
● Convert raw data into an easy-to-understand format for analysis and reporting purposes.
● Develop and implement databases by collecting, designing, processing, analysing, and presenting data in a meaningful way.
● Communicate and collaborate effectively with members of different teams across the organisation.

What you have
● Experience with data modelling techniques such as Kimball star schema, Anchor modelling and Data Vault
● Experience with database reporting tools such as SQL, programming languages such as Python and R, and ETL frameworks
● Strong analytical skills with the ability to transform data into optimal business decisions
● Strong communication skills
● Ability to present data using various tools to help the team to make informed business decisions
● Excellent spoken and written English communication skills

What’s good to have
● Experience in cybersecurity and data protection
● Experience with MDX query language
● Experience with AWS Cloud
● Experience with Google Cloud (BigQuery)

What we’ll give you
● Growth-inducing challenges
● Productive work atmosphere
● Cooperation, support, and empowerment
● Career progression opportunities
● Market-based salary
● Annual performance bonus
● Health benefits
● Casual dress code
● Travel and internet allowances

Location
Cyberjaya, Malaysia",4.4,Deriv.com,Cyberjaya,201 to 500 Employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,21,1,1,0,0,1,1,data engineer,na,2725
Data Analyst,"Please find the job descriptions as below: -

Analyse, and building data visualisations (PowerBI/ Tableu)

Collaborate with data analytics team to understand analytics requirement, business needs to design dashboard or reporting.
Jointly work with other data analysts to streamline the datasets and type of visualisations charts that benefits for the business.
Perform analysis using data from various data sources to help analyse trends and patterns from the complex data sets - online and offline data.
Ability to combine data sets from various sources to perform analysis and building dashboard.
Develop and automate performance reporting

Must have

Candidate must possess minimum Bachelor's Degree in Engineering (IT, Software), Statistic or any related field.
Excellent academic understanding and results on statistical knowledge is highly desired.
Min. 3 to 5 years of relevant working experience.
Knowledge of statistics and experience using statistical packages for analysing data.
Strong knowledge in Python, SQL database & PowerBI dashboard.
Keen learner, thoughtful, fast with tenacious commitment to continuous improvement.",3.3,Tentacle Technology,Petaling Jaya,201 to 500 Employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),19,1,1,0,0,0,1,analyst,na,1153
Senior Data Engineer,"Role Summary:

As a Data Engineer within our Data & Analytics chapter, you will implement big data technologies to integrate and stage data for operational data store. The candidate would have a good design sense that will help very large datasets be consumable by a range of disciplines.

In this role, you will work with our data scientists and data analysts in order to understand and aid in the implementation of database requirements, analyze performance, and troubleshoot any existing issues. You will be responsible for data processing, curation and ETL.

In this role, you will need to work closely with Global Infrastructure & Solutions (GIS) colleagues in understanding our architecture and helping them to better support our Platforms and Solutions. You will rely on your advanced analytical skills, and your ability to interact with cross-functional experts to enable us to optimize business performance, solve complex data problems and deliver the insight that helps to define our strategy and enable our organization to reach our patients faster.

Key Responsibilities:
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS or Azure ‘big data’ technologies
Investigate available tools and technologies in machine learning and deep learning
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet functional / non-functional business requirements
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics
Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product
Work with data and analytics experts to strive for greater functionality in our data systems
Key Requirements:
Minimum 5 years of relevant working experience in Data Analysis
Minimum Bachelor’s Degree in Computer Science, Computer Engineering, Mathematical Engineering, Information Systems or related fields
Project experience with visualization tools (Tableau, PowerBI, R shiny, D3js) and database (Hive, MS SQL Server, Oracle)Experience with function coding (Python, R, C /C++, etc.)
Experience analyzing data from 3rd party providers e.g. Twitter and a good understanding of AutoML
Experience with MapReduce, Hadoop, Spark, Cloud Services (AWS EC2, AWS S3)
Strong team player and you can work effectively in a collaborative, fast-paced, multi-tasking environment
Solid analytical and technical skill and the ability to exchange innovative ideas
Quick learner and passionate about continuously developing your skills and knowledge
Ability to solve problems by using machine learning or deep learning techniques
Preferably have experience of modeling in the area of biomedical sciences or healthcare
Preferably bring the experience of high-performance computing by using GPU Computing
Ability to work in an interdisciplinary environment. You are able to interpret and translate very abstract and technical approaches into a healthcare and business-relevant solution
Roche is an equal opportunity employer.

Information Technology, Information Technology > IT Architecture",4.1,Roche,Petaling Jaya,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),124,1,1,1,1,1,0,data engineer,senior,3588
Data Engineer,"Wavelet Solutions Sdn Bhd. has an opening for a Data Engineer that has a background in Computer Science or any other related field. The primary responsibility is to support as part of our company team, the ongoing development and maintenance of the system.

Responsibility

Work on automating/improving existing data sets, pipelines.
Design, construct, install, test and maintain data management systems.
Develop set processes for data mining, data modeling, and data production.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with data and analytics experts to strive for greater functionality in our data systems.Working on both the backend and front-end aspects of complex solutions.

Requirements

Candidate must at least possess a Bachelor’s Degree in Computer Science or any other related field.
Fresh graduate are encouraged to apply.
CGPA should be more than 3.5.
Strong ability to work independently and collaboratively, prioritize multiple tasks, and execute reliably and efficiently.
Familiarity with modern database and information system technologies.
Team-based communication and project management tools (Google Doc, SmartSheet, JIRA, Confluence, Bitbuckets, etc)
Proficient with Linux and MacOS operating system
Proficient with programming languages including Python, Java, and SQL
Fluent In Mandarin. (Preferred)
Able to start immediately
Candidate needs to own a functioning laptop
Please send email to hr-recruitment@wavelet.net",2.7,Wavelet Solutions,Subang Jaya,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,1,1,0,0,1,0,data engineer,na,1780
Senior Data Analyst,"As a Senior Data Engineer, you will have the opportunity to lead, develop, maintain and provide data flow principles for the assigned domain (i.e. Consumer, Commercial). You set standards & patterns that can be demonstrated across multiple landscapes, in alignment with the overall architectural vision and direction. You too, will provide insights on data structure & entities in assigned domains; develop, maintain, own and propagate Definitions, Standards and Guidelines. Who we’re looking for A highly talented, experienced and consumer-driven professional, who possessed:  8 to 10 years of experience in BI / Data Science, including 5 years of expert level knowledge in specific technology area(s)  Understand key processes in technology delivery  Exposure to International environment  Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases and statistical packages  Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets  Experience in performing root cause analysis on internal and external data and processes Technical knowledge in building data models or advising on building data models to relevant parties  A successful history of manipulating, processing and extracting value from disconnected datasets  Experience supporting and working with cross-functional teams in a dynamic environment  Demonstrated experience with AWS cloud services: EC2, EMR, RDS, Redshift  Experience with object-oriented/object function scripting languages: Python  Experience with data pipeline and workflow management tool  A Degree in Computer Science, Information Technology, Statistics, Engineering or equivalent",3.3,Tentacle Technology,Petaling Jaya,201 to 500 Employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),19,1,1,0,0,1,0,analyst,senior,1764
Master Data Analyst (HRSSC China Team),"Candidate must possess at least a Bachelor’s Degree, any field or Diploma with equivalent working experience
Minimum 2 year(s) of working experience preferably executive specializing in HR practices, of which Master Data Management, personal data structure and information management experience is strongly desirable
Experienced in Workday will be a great added value
Excellent proficiency in English is a must for both speaking and writing
China team required Mandarin speaker
Strong problem solving skill with analytical mind
Fresh Graduate passionate to join Global HR Shared Service Centre is encourage to aplly
Meticulous, great attention to details and effective time management
Positive, motivated, cope with pressure, act integrity and keep confidential at all time

Responsibilities:
Administer Organization and Employee & Contractor data to Workday as per Service Level Agreement
Monitor data quality and identify potential issues and take proactive measures
Audit employee master data for completeness, quality and up to date status
Develop expert level knowledge of the activities in scope as well as local knowledge of entities in scope.
Contribute to Level 2 support for this sub-process as per the Customer Service process in Service Now and Knowledge
Database
Provide periodic reporting and ad-hoc reports
Identify opportunities for processes / tool usage improvement.",2.6,Bright Prospect,Petaling Jaya,1 to 50 Employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),18,0,0,0,0,0,1,analyst,na,1402
Senior Data Analyst,"Responsibilities :
â€¢ Understand clientsâ€™ systems / database platforms;
â€¢ Analyze clientsâ€™ requirements;
â€¢ Extract, manage and integrate data from multiple sources to support analytics;
â€¢ Develop and implement customized routines based on clientsâ€™ needs;
â€¢ Maintain appropriate documentation trails;
â€¢ Build insightful dashboards and presentations; and
â€¢ Drive adoption of new data & analytics and visualization tools.

Requirements :
â€¢ Degree in Business, IT, Internal Audit, Computer Science, Statistics, Database Management or related
field;
â€¢ Prior experience / exposure to data analytics / big data work will be considered favorably;
â€¢ Experience with ETL and SQL scripting is preferred;
â€¢ Proficiency in data analytics tools (eg. IDEA) and dashboard creation / visualization tools (e.g. Power BI)
is a bonus;
â€¢ Good communication, presentation and report writing skills;
â€¢ Independent, self-motivated, organized and results oriented;
â€¢ Ability to undertake multiple tasks and meet tight deadlines;
â€¢ Strong analytical skills;
â€¢ Excellent command of English; and
â€¢ Good working knowledge of Microsoft Office applications such as PowerPoint, Word, Excel, Project.",3.8,KPMG PLT,Kuala Lumpur,10000+ Employees,1987,Subsidiary or Business Segment,Accounting,Accounting & Legal,$2 to $5 billion (USD),33,0,1,0,0,0,1,analyst,senior,1227
Senior Data Engineer,"Job Responsibilities:
The ideal candidate will have a demonstrated affinity for engineering best practices, data management fundamentals, data storage principles, and be current on recent advances in distributed systems as it pertains to data storage and computing.
You will be responsible for designing, building, and maintaining an efficient, extensible, and scalable data pipelines for processing high-volume and high-velocity data.Â
This position requires collaboration with DevOps engineers, machine learning engineers, product managers, and technical partner teams.Â
You can expect to be given ambitious but achievable technology development goals, built in short iterations with lots of experimentation.Â
What skills and experience you will need?

Proven track record of processing unstructured and/or complex semi-structured data streams and repositories.
At least 4 years of experience building, operating and optimizing distributed, large-scale data storage and analysis solutions using Amazon Web Services (e.g. S3, EC2, EMR, Spark, Redis, DynamoDB, Athena, Glacier)
Experience in an object-oriented and functional programming in ScalaÂ
Knowledge of relational data modeling concepts and SQL
Familiarity with streaming data analysis solutions (e.g. Kafka, Kinesis)
Experience in ETL pipelining and data warehousing
Familiarity with the TCP/IP protocol suite
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy
Experience coaching junior software engineers to improve their skills, and make them more effective, product software engineers
Experience with SOA and microservices
Familiarity with the online advertising or e-commerce industry
Solid UNIX or Linux experience
Values which support our vision, shape and culture:

Act NOW
Win Win!
Shape Industries
Driven by DataÂ
Stay Humble, Stay Hungry
Disrupt the Status Quo",3.7,Axiata Digital Advertising Sdn Bhd,Kuala Lumpur,201 to 500 Employees,2013,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,7,0,1,0,1,0,0,data engineer,senior,2222
Senior Data Engineer,"Senior Data Engineer

Nearby public transport - LRT
Leading company in its field
International Team

about the company

A renowned reinsurance corporation and a leader within reinsurance industry globally; transacting all lines including health and life reinsurance with a global footprint all around the globe. Your next employer has over 2000 headcount and growing extensively, they are known for its good tracking record and its rich history. They are culturally diverse, strong knit, a go-getter and solution-driven, their team is internationally-sourced from world-class organisations.

about the job

The position entails consulting, designing, developing, maintaining and researching data science solutions.

Key Responsibilities

Apply data mining (statistical learning) techniques to extract business insights from data
Perform data extraction, enhancement and manipulation on large databases
Produce visualisations dashboards to track key business metrics
Build complex statistical pricing models and optimising commercial tariffs from the model
Collaborate with various teams and business units, ensuring the execution is successful
Be a part and a support of their digital projects
Engage with clients and stakeholders

about the manager / team

This role is for you if you enjoy and excel in working within driven team, and working in a company where support is given to help employees to achieve their full potential in their career.

skills & experience required

A Bachelors degree in Data science, IT/ Mathematics, Actuarial, Engineering and other related fields
Experience in insurance or insure tech industry is an added advantage
Experienced in Python
Strong Mathematical & Statistics skills
Strong Interpersonal skills or previous experience with client engagement
A team player

If you share the same passion, fun, energetic and would like to work in a progressive and forward thinking environment, kindly send your latest CV to us by applying or give us call for a confidential discussion.

Desiree Mu | Randstad | 03 2036 7550",3.7,Randstad,Kuala Lumpur,10000+ Employees,1960,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD),60,1,0,0,0,0,1,data engineer,senior,2089
Data Analyst,"Years of relevant working experience

3-5 years of relevant experience

Academic Requirement

Bachelor/Master degree in Information Technology or related fields (or equivalent work-related experience)

Key competencies
Education in related fields (Computer Science, Computer Engineering, Mathematical Engineering, Information Systems) or job experience preferably within multiple BI technology or business domains;
Understanding business process and system processes to make recommendations and propose BI solution;
Ability to interact with the business stakeholders and product backlog owners to understand their requirements;
Ability to effectively present information to various groups of recipients;
Technical skills (e.g.) around SQL and any of BI technologies (Tableau, SAP BO, Spotfire, etc.); Knowledge of Informatica MDM, Data Catalog and/or IDQ will be a significant advantage;
Knowledge of ETL, Marklogic and Teradata would be an asset
Experience in BA role would be an asset;
Experience in pharmaceutical and/or clinical trials industry would be an asset;
Great communication and influencing skills (written and verbal), problem solving skills – fluent in English;
Key responsibilities
Compiling and analyzing large amounts of data from several sources;
Analyzing and use conceptual thinking skills with attention to details;
Exploring data to solve business problems (taking a large, complex problem and breaking it down into components, involve others as needed, drive resolution);
Communicate with business stakeholders as well as development teams;
Use SQL on daily basis
Working hours

Standard hours with flexibility to participate in virtual meetings outside of core business hours

Travel requirement

Minimal, as required

Roche is an equal opportunity employer.

Information Technology, Information Technology > Application Development / Programming",4.1,Roche,Petaling Jaya,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),124,0,1,1,0,0,0,analyst,na,1905
Data Engineer,"Job Responsibilities:-
Formulate predictive models to forecast customers’ behaviour (activity changes, future purchases, interest in content, etc.) within the Company’s projects.
Draw up analytical reports in a manner that is clear to all stakeholders.
Work out specifications for the created models for automation purposes.
Develop algorithms to build data driven applications.
Job Requirements:-
Degree/ Diploma in Computer or Data Science, Mathematics, Statistics or any relevant engineering discipline.
Experience in the following areas will be an added advantage:
Dealing with structured and unstructured data, data mining and machine learning algorithms.
Relational database, NoSQL database such as Elastic, MongoDB, etc.
Preparation of analytical reports in English.
Building and optimizing big data pipelines, architectures and data sets.
Knowledge in data analysis tools such as Elasticsearch, Hadoop and any business intelligence tools is preferred.
Demonstrate technical expertise in descriptive, diagnostic, predictive and prescriptive analytics.",3.9,Public Mutual Berhad,Kuala Lumpur,501 to 1000 Employees,-1,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,Less than $1 million (USD),-1,0,1,0,0,0,0,data engineer,na,1071
